"","Pos","No","Driver","Nat","Team","Laps","Time","Gap","Interval","Kph","Best","Lap","date","circuit","gp_name","year"
"1289","4","20","Juan Manuel Fangio/Eugenio Castellotti/","Argentina","Scuderia Ferrari","94","3:01:07.500","6 Laps","5 Laps","97.931","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1290","5","6","Nano da Silva Ramos","Brazil","Equipe Gordini","93","3:01:06.200","7 Laps","1 Lap","96.901","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1291","6","4","Elie Bayol/Andre Pilette/","France","Equipe Gordini","88","3:01:38.100","12 Laps","5 Laps","91.422","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1292","7","32","Cesare Perdisa","Italy","Officine Alfieri Maserati","86","3:01:54.700","14 Laps","2 Laps","89.209","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1293","8","18","Horace Gould","Great Britain","Goulds' Garage","85","3:02:38.400","15 Laps","1 Lap","87.820","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1294","DNF","2","Robert Manzon","France","Equipe Gordini","90","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1295","DNF","8","Louis Rosier","France","Ecurie Rosier","72","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1296","DNF","22","Eugenio Castellotti","Italy","Scuderia Ferrari","14","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1297","DNF","14","Maurice Trintignant","France","Vandervell Products Ltd","13","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1298","DNF","16","Harry Schell","USA","Vandervell Products Ltd","2","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1299","DNF","24","Luigi Musso","Italy","Scuderia Ferrari","2","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1300","DNS","10","Mike Hawthorn","Great Britain","Owen Racing Organisation","","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1301","DNS","12","Tony Brooks","Great Britain","Owen Racing Organisation","","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1302","DNS","34","Louis Chiron","Monaco","Scuderia Centro Sud","","","","","","","","May 13, 1956","Circuit de Monaco","monaco-grand-prix",1956
"1303","1","2","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","100","3:00:55.900","","","129.741","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1304","2","6","Jean Behra","France","Officine Alfieri Maserati","100","3:01:14.200","+ 18.300","+ 18.300","129.523","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1305","3","8","Carlos Menditeguy","Argentina","Officine Alfieri Maserati","99","","1 Lap","1 Lap","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1306","4","22","Harry Schell","USA","Scuderia Centro Sud","98","","2 Laps","1 Lap","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1307","5","20","Jose Froilan Gonzalez/Alfonso de Portago/","Argentina","Scuderia Ferrari","98","","2 Laps","","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1308","6","18","Cesare Perdisa/Peter Collins/Wolfgang von Trips/","Italy","Scuderia Ferrari","98","","2 Laps","","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1309","7","24","Jo Bonnier","Sweden","Scuderia Centro Sud","95","","5 Laps","3 Laps","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1310","8","4","Stirling Moss","Great Britain","Officine Alfieri Maserati","93","","7 Laps","2 Laps","","1:44.700","75","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1311","9","26","Alessandro de Tomaso","Argentina","Scuderia Centro Sud","91","","9 Laps","2 Laps","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1312","10","28","Luigi Piotti","Italy","L Piotti","90","","10 Laps","1 Lap","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1313","DNF","14","Eugenio Castellotti","Italy","Scuderia Ferrari","75","","","","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1314","DNF","16","Mike Hawthorn","Great Britain","Scuderia Ferrari","35","","","","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1315","DNF","12","Luigi Musso","Italy","Scuderia Ferrari","31","","","","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1316","DNF","10","Peter Collins","Great Britain","Scuderia Ferrari","26","","","","","","","Jan 13, 1957","Autódromo Juan y Oscar Gálvez","argentine-grand-prix",1957
"1317","1","9","Sam Hanks","USA","George Salih","200","3:41:14.250","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1318","2","26","Jim Rathmann","USA","Lindsey Hopkins","200","3:41:35.710","+ 21.460","+ 21.460","","1:02.750","127","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1319","3","1","Jimmy Bryan","USA","A E Dean","200","3:43:28.220","+ 2:13.970","+ 1:52.510","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1320","4","54","Paul Russo","USA","Novi Racing Corp","200","3:44:11.110","+ 2:56.860","+ 42.890","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1321","5","73","Andy Linden","USA","Kalamazoo Sports Inc","200","3:44:28.520","+ 3:14.270","+ 17.410","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1322","6","6","Johnny Boyd","USA","George Bignotti","200","3:45:49.520","+ 4:35.270","+ 1:21.000","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1323","7","48","Marshall Teague","USA","Chapman S Root","200","3:45:59.830","+ 4:45.580","+ 10.310","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1324","8","12","Pat O'Connor","USA","Chapman S Root","200","3:46:47.400","+ 5:33.150","+ 47.570","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1325","9","7","Bob Veith","USA","Bob Estes","200","3:47:31.360","+ 6:17.110","+ 43.960","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1326","10","22","Gene Hartley","USA","Joseph Massaglia Jr","200","3:48:24.370","+ 7:10.120","+ 53.010","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1327","11","19","Jack Turner","USA","Pat Clancy","200","3:49:10.320","+ 7:56.070","+ 45.950","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1328","12","10","Johnny Thomson","USA","Racing Associates","199","","1 Lap","1 Lap","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1329","13","95","Bob Christie","USA","Cars Inc","197","","3 Laps","2 Laps","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1330","14","82","Chuck Weyant","USA","Pete Salemi","196","","4 Laps","1 Lap","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1331","15","27","Tony Bettenhausen","USA","Novi Racing Corp","195","","5 Laps","1 Lap","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1332","16","18","Johnnie Parsons","USA","Chapman S Root","195","","5 Laps","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1333","17","3","Don Freeland","USA","Ansted Rotary Corp","192","","8 Laps","3 Laps","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1334","29","83","Ed Elisian","USA","Kalamazoo Sports Inc","51","","149 Laps","2 Laps","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1335","DNF","5","Jimmy Reece","USA","Fred & Richard Sommer","182","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1336","DNF","92","Don Edmunds","USA","Roy McKay","170","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1337","DNF","28","Johnnie Tolan","USA","Lysle Greenman","138","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1338","DNF","89","Al Herman","USA","Harry Dunn","111","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1339","DNF","14","Fred Agabashian","USA","George Bignotti","107","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1340","DNF","88","Eddie Sachs","USA","Peter Schmidt","105","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1341","DNF","77","Mike Magill","USA","George Walther Jr","101","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1342","DNF","43","Eddie Johnson","USA","H A Chapman","93","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1343","DNF","31","Bill Cheesbourg","USA","J S Donaldson","81","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1344","DNF","16","Al Keller","USA","Pat Clancy","75","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1345","DNF","57","Jimmy Daywalt","USA","H H Johnson","53","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1346","DNF","8","Rodger Ward","USA","Roger Wolcott","27","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1347","DNF","52","Troy Ruttman","USA","John Zink","13","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1348","DNF","55","Eddie Russo","USA","Fred Sclavi","","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1349","DNF","23","Elmer George","USA","Ernest L Ruiz","","","","","","","","May 30, 1957","Indianapolis Motor Speedway","indianapolis-500",1957
"1350","1","2","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","77","3:07:46.400","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1351","2","10","Luigi Musso","Italy","Scuderia Ferrari","77","3:08:37.200","+ 50.800","+ 50.800","","2:22.400","65","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1352","3","12","Peter Collins","Great Britain","Scuderia Ferrari","77","3:09:52.400","+ 2:06.000","+ 1:15.200","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1353","4","14","Mike Hawthorn","Great Britain","Scuderia Ferrari","76","","1 Lap","1 Lap","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1354","5","6","Harry Schell","USA","Officine Alfieri Maserati","70","","7 Laps","6 Laps","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1355","6","4","Jean Behra","France","Officine Alfieri Maserati","69","","8 Laps","1 Lap","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1356","7","24","Jack Brabham","Australia","Cooper Car Co","68","","9 Laps","1 Lap","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1357","7","24","Mike MacDowel","Great Britain","Cooper Car Co","68","","9 Laps","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1358","DNF","8","Carlos Menditeguy","Argentina","Officine Alfieri Maserati","30","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1359","DNF","18","Stuart Lewis-Evans","Great Britain","Vandervell Products Ltd","30","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1360","DNF","20","Roy Salvadori","Great Britain","Vandervell Products Ltd","25","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1361","DNF","28","Herbert MacKay-Fraser","USA","Owen Racing Organisation","24","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1362","DNF","16","Maurice Trintignant","France","Scuderia Ferrari","23","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1363","DNF","22","Jack Brabham","Australia","Cooper Car Co","4","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1364","DNF","30","Horace Gould","Great Britain","H H Gould","4","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1365","DNF","26","Ron Flockhart","Great Britain","Owen Racing Organisation","2","","","","","","","Jul 7, 1957","Rouen-Les-Essarts","french-grand-prix",1957
"1366","1","32","Juan Manuel Fangio","Argentina","Officine Alfieri Maserati","105","3:10:12.800","","","104.200","1:45.600","44","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1367","2","20","Tony Brooks","Great Britain","Vandervell Products Ltd","105","3:10:38.000","+ 25.200","+ 25.200","103.900","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1368","3","2","Masten Gregory","USA","Scuderia Centro Sud","103","","2 Laps","2 Laps","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1369","4","10","Stuart Lewis-Evans","Great Britain","Connaught Engineering","102","","3 Laps","1 Lap","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1370","5","30","Maurice Trintignant","France","Scuderia Ferrari","100","","5 Laps","2 Laps","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1371","6","14","Jack Brabham","Australia","Cooper Car Co","100","","5 Laps","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1372","DNF","24","Wolfgang von Trips/Mike Hawthorn/","Germany","Scuderia Ferrari","95","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1373","DNF","34","Giorgio Scarlatti/Harry Schell/","Italy","Officine Alfieri Maserati","64","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1374","DNF","6","Ron Flockhart","Great Britain","Owen Racing Organisation","60","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1375","DNF","36","Carlos Menditeguy","Argentina","Officine Alfieri Maserati","51","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1376","DNF","12","Ivor Bueb","Great Britain","Connaught Engineering","47","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1377","DNF","38","Harry Schell","USA","Officine Alfieri Maserati","23","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1378","DNF","22","Horace Gould","Great Britain","H H Gould","10","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1379","DNF","26","Peter Collins","Great Britain","Scuderia Ferrari","4","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1380","DNF","18","Stirling Moss","Great Britain","Vandervell Products Ltd","4","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1381","DNF","28","Mike Hawthorn","Great Britain","Scuderia Ferrari","4","","","","","","","May 19, 1957","Circuit de Monaco","monaco-grand-prix",1957
"1382","1","20","Stirling Moss","Great Britain","Vandervell Products Ltd","90","3:06:37.800","","","","1:59.200","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1383","1","20","Tony Brooks","Great Britain","Vandervell Products Ltd","90","3:06:37.800","38 Laps","","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1384","2","14","Luigi Musso","Italy","Scuderia Ferrari","90","3:07:03.400","+ 25.600","+ 25.600","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1385","3","10","Mike Hawthorn","Great Britain","Scuderia Ferrari","90","3:07:20.600","+ 42.800","+ 17.200","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1386","4","16","Peter Collins","Great Britain","Scuderia Ferrari","88","","61 Laps","82 Laps","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1387","4","16","Maurice Trintignant","France","Scuderia Ferrari","88","","","5 Laps","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1388","5","36","Roy Salvadori","Great Britain","Cooper Car Co","85","","","","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1389","6","38","Bob Gerard","Great Britain","Bob Gerard","82","","","3 Laps","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1390","8","32","Ivor Bueb","Great Britain","Gilby Engineering","71","","","11 Laps","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1391","DSQ","22","Stuart Lewis-Evans","Great Britain","Vandervell Products Ltd","82","","","","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1392","DNF","34","Jack Brabham","Australia","R R C Walker Racing Team","74","","","","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1393","DNF","4","Jean Behra","France","Officine Alfieri Maserati","69","","","","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
"1394","DNF","12","Peter Collins","Great Britain","Scuderia Ferrari","53","","","","","","","Jul 20, 1957","Aintree Motor Racing Circuit","british-grand-prix",1957
